scheme,replicate,k,bootstrap_n,n_components,ari_vs_baseline,matched_jaccard_vs_baseline,silhouette
household_bootstrap,12,7,5605,9,0.6079124654057717,0.6495874028470361,0.12248103681965973
household_bootstrap,12,8,5605,9,0.6322763686662564,0.673372594103042,0.12617080848060974
household_bootstrap,13,2,5605,9,0.9716475813319929,0.9856347615866654,0.1670261439240162
household_bootstrap,13,3,5605,9,0.23813969045307795,0.3775486910551171,0.13417084173929092
household_bootstrap,13,4,5605,9,0.9192919819026434,0.9288235832872851,0.1229192525280051
household_bootstrap,13,5,5605,9,0.8929318282726608,0.9006704935506994,0.12174538326656557
household_bootstrap,13,6,5605,9,0.633719959731067,0.6075295013343851,0.1180138912626079
household_bootstrap,13,7,5605,9,0.8933315019785801,0.89660784947234,0.12297951472331786
household_bootstrap,13,8,5605,9,0.553593790583289,0.6869583508446645,0.12763041339980657
household_bootstrap,14,2,5605,9,0.9808175543913736,0.9902833014691599,0.15072936510203913
household_bootstrap,14,3,5605,9,0.9149240083268884,0.9339141553384785,0.1316969867610728
household_bootstrap,14,4,5605,9,0.9096571301984755,0.932816951085784,0.12528688241727962
household_bootstrap,14,5,5605,9,0.8812404933804255,0.8963107254447735,0.12528202034644964
household_bootstrap,14,6,5605,9,0.6764395310724447,0.6337354834571208,0.12240921385645484
household_bootstrap,14,7,5605,9,0.8638675454518235,0.8659144199800453,0.12963495722542906
household_bootstrap,14,8,5605,9,0.5414283438650721,0.662128907838063,0.11889166558433299
household_bootstrap,15,2,5605,9,0.9402373078017601,0.9697029492094515,0.14741481784488775
household_bootstrap,15,3,5605,9,0.9398932590310916,0.9526395015477614,0.13256044844003953
household_bootstrap,15,4,5605,9,0.9433045069952705,0.955595843837967,0.12573181538952405
household_bootstrap,15,5,5605,9,0.8989894914536006,0.9086630176578524,0.1273580320993444
household_bootstrap,15,6,5605,9,0.6934770954974321,0.638673723758194,0.12017723238198634
household_bootstrap,15,7,5605,9,0.7147437533104645,0.7610416230457363,0.12289613096713894
household_bootstrap,15,8,5605,9,0.6485103644138281,0.6775192559430059,0.12397724876206383
household_bootstrap,16,2,5605,9,0.985772994430469,0.9927941430794951,0.15012121654647154
household_bootstrap,16,3,5605,9,0.2320495320240586,0.3618139489894554,0.12920042865851036
household_bootstrap,16,4,5605,9,0.4072694495465517,0.5725784679723916,0.12801547931380367
