scheme,replicate,k,bootstrap_n,n_components,ari_vs_baseline,matched_jaccard_vs_baseline,silhouette
household_bootstrap,45,8,5605,9,0.9057584740771052,0.9057685746847522,0.1264684731197001
household_bootstrap,46,2,5605,9,0.9751701866112739,0.9874358410011408,0.1560867260840938
household_bootstrap,46,3,5605,9,0.24292015997142094,0.37239351602533466,0.1275428618131655
household_bootstrap,46,4,5605,9,0.9046011202484605,0.9127884516562793,0.12774537066531874
household_bootstrap,46,5,5605,9,0.9071049126443322,0.9193754261054596,0.12950347112074925
household_bootstrap,46,6,5605,9,0.8923719354416848,0.8860605899231843,0.13354171778770604
household_bootstrap,46,7,5605,9,0.5703919026645289,0.6231821189355523,0.1378233127062071
household_bootstrap,46,8,5605,9,0.6482220257337513,0.6654514725023711,0.13348846298570888
household_bootstrap,47,2,5605,9,0.9871912420638277,0.993515020901554,0.1484473310260783
household_bootstrap,47,3,5605,9,0.9626251637052733,0.9710931866501884,0.12698692146464208
household_bootstrap,47,4,5605,9,0.4330181779344774,0.6007604198174802,0.12484529447421483
household_bootstrap,47,5,5605,9,0.8894109815538579,0.9036946438654597,0.12457550298547332
household_bootstrap,47,6,5605,9,0.9104058714772448,0.9170497857173717,0.12890912324160825
household_bootstrap,47,7,5605,9,0.5880600128712536,0.6701619596133618,0.12507911680225575
household_bootstrap,47,8,5605,9,0.6319304546852534,0.6755534469229352,0.12822125707452783
household_bootstrap,48,2,5605,9,0.9836480160682937,0.9917235294117648,0.14250822865316462
household_bootstrap,48,3,5605,9,0.23373910905971013,0.3605656145815055,0.1305765109010257
household_bootstrap,48,4,5605,9,0.42771722839462634,0.5985860652620597,0.13053884248836775
household_bootstrap,48,5,5605,9,0.9374606741544503,0.9455191060638265,0.12964830930933927
household_bootstrap,48,6,5605,9,0.675598079259372,0.6554392122238392,0.1276794158156938
household_bootstrap,48,7,5605,9,0.9083596283319052,0.9036668556820081,0.13316162184430685
household_bootstrap,48,8,5605,9,0.5817469127740159,0.6317721283863538,0.13139506098687223
household_bootstrap,49,2,5605,9,0.9709442719046479,0.9852837889383343,0.1645966289974383
household_bootstrap,49,3,5605,9,0.9066852219014578,0.927459403223612,0.1375330010461994
household_bootstrap,49,4,5605,9,0.3947338264487129,0.5672052524746287,0.13857239937174073
household_bootstrap,49,5,5605,9,0.764177853819179,0.7999437423224265,0.12831174196611783
household_bootstrap,49,6,5605,9,0.6956747020291075,0.6387416557168276,0.13013558877923642
household_bootstrap,49,7,5605,9,0.6811911657491198,0.689695312332854,0.12953107168887867
household_bootstrap,49,8,5605,9,0.44073419906944344,0.4878728348782703,0.13338488558747974
household_bootstrap,50,2,5605,9,0.9829404296859717,0.9913717365229687,0.15487032557529004
household_bootstrap,50,3,5605,9,0.9606360700829354,0.9695481721639659,0.12972951606963096
household_bootstrap,50,4,5605,9,0.9468655024254119,0.9608204311637699,0.12241024809404336
household_bootstrap,50,5,5605,9,0.911513585267457,0.9214528288332815,0.12431531761586749
household_bootstrap,50,6,5605,9,0.7449385247320387,0.6763536518925918,0.1280732882260018
household_bootstrap,50,7,5605,9,0.633810682712851,0.6608744642576355,0.13123601584204161
household_bootstrap,50,8,5605,9,0.7322235920424016,0.7032995767512232,0.12249296680784288
household_bootstrap,51,2,5605,9,0.9541355800959025,0.976787553619145,0.1557354090284057
household_bootstrap,51,3,5605,9,0.9375517997441969,0.9502904306696337,0.12949381199271154
household_bootstrap,51,4,5605,9,0.4611226933669131,0.6258688804746197,0.12759465382821145
household_bootstrap,51,5,5605,9,0.9032753658284574,0.9184359985065053,0.12618837679544098
household_bootstrap,51,6,5605,9,0.9125440772543268,0.8947144852559076,0.12633352238647289
household_bootstrap,51,7,5605,9,0.6032592134121395,0.6487829517936392,0.13038400882437004
household_bootstrap,51,8,5605,9,0.6233569965112599,0.6525263769876603,0.12897198677833072
household_bootstrap,52,2,5605,9,0.9639210256557433,0.9816999803205131,0.14118194765231334
household_bootstrap,52,3,5605,9,0.2177368137230681,0.36388052482286676,0.11670129518677877
household_bootstrap,52,4,5605,9,0.9315183940653655,0.9390231991915954,0.12226384812392731
household_bootstrap,52,5,5605,9,0.8997740385706621,0.9089586199211805,0.11876645530351697
household_bootstrap,52,6,5605,9,0.7046532229664673,0.6410401800827055,0.12170745538399548
household_bootstrap,52,7,5605,9,0.6602234681049913,0.6431668187835328,0.11887535964924115
household_bootstrap,52,8,5605,9,0.424704721890704,0.49351438355854893,0.12110854968415638
household_bootstrap,53,2,5605,9,0.9716472703702743,0.985628727270413,0.15472916701680856
household_bootstrap,53,3,5605,9,0.9760168271494003,0.9820222690018489,0.13254484900101385
household_bootstrap,53,4,5605,9,0.9249123938883524,0.930070836142089,0.1294019695857517
household_bootstrap,53,5,5605,9,0.9339242620589714,0.9417977673335429,0.1285249445287215
household_bootstrap,53,6,5605,9,0.7480948179315863,0.6825585703534226,0.12624204641171521
household_bootstrap,53,7,5605,9,0.6681187951109754,0.6926687735680074,0.1266962532611616
household_bootstrap,53,8,5605,9,0.9323104602037642,0.9280202442829517,0.12855805973248186
household_bootstrap,54,2,5605,9,0.9520432955457164,0.9757008851296703,0.15309166430861826
household_bootstrap,54,3,5605,9,0.23374040994194567,0.3662198843123141,0.12867258148594987
household_bootstrap,54,4,5605,9,0.38632040784465144,0.5446276917461985,0.1263402553826422
household_bootstrap,54,5,5605,9,0.8878587177779959,0.9012684235877428,0.12117547660909189
household_bootstrap,54,6,5605,9,0.6336643852080475,0.5954831559005135,0.12196145215063141
household_bootstrap,54,7,5605,9,0.48493710241875365,0.47926188083594023,0.12238827237691982
household_bootstrap,54,8,5605,9,0.6227264012998724,0.681032876078939,0.1314443706633723
household_bootstrap,55,2,5605,9,0.9639216037653117,0.9817109449776238,0.15429185213676097
household_bootstrap,55,3,5605,9,0.9629551698825062,0.9720809374913572,0.13367732629733206
household_bootstrap,55,4,5605,9,0.894601258371325,0.9060399777903358,0.13324752287672043
household_bootstrap,55,5,5605,9,0.9293119554391448,0.9346386932432533,0.13185084705775507
household_bootstrap,55,6,5605,9,0.9094149393751214,0.8806570341877732,0.13258731100641857
household_bootstrap,55,7,5605,9,0.890178036878752,0.8778748331368764,0.13452669909296724
household_bootstrap,55,8,5605,9,0.8917923371606784,0.881653604190838,0.13608369715008287
household_bootstrap,56,2,5605,9,0.9702415817168942,0.9849403695169825,0.15265643038430263
household_bootstrap,56,3,5605,9,0.9678416432092658,0.97612727801295,0.1345833957441858
household_bootstrap,56,4,5605,9,0.9313925016851919,0.9446947508321828,0.1309492028213976
household_bootstrap,56,5,5605,9,0.865034126982214,0.8759729597330791,0.12406457010478104
household_bootstrap,56,6,5605,9,0.642666168969012,0.589160034275639,0.1212029746859113
household_bootstrap,56,7,5605,9,0.606494362090031,0.6475147807679377,0.12387413385817607
household_bootstrap,56,8,5605,9,0.7451131215890142,0.7132257818806266,0.12524346767171432
household_bootstrap,57,2,5605,9,0.9822322565223987,0.9910027391305738,0.1476078509094563
household_bootstrap,57,3,5605,9,0.9177347995122226,0.9347481381915852,0.12229820342679783
household_bootstrap,57,4,5605,9,0.4488417446378438,0.6186224654845572,0.1208355021626409
household_bootstrap,57,5,5605,9,0.7475402091066193,0.7731696343360798,0.12225747542449004
household_bootstrap,57,6,5605,9,0.6073209079600951,0.5681618299341537,0.11756626338024609
household_bootstrap,57,7,5605,9,0.6118093911386921,0.6610837785747358,0.12442016873218936
household_bootstrap,57,8,5605,9,0.7105237581388507,0.6808025061171051,0.12852743142372963
household_bootstrap,58,2,5605,9,0.9478704076016652,0.9736257322419941,0.15550113432157692
household_bootstrap,58,3,5605,9,0.9399400136176297,0.9541776795761808,0.13023507322130268
household_bootstrap,58,4,5605,9,0.4215841870992985,0.597034275492008,0.13097549145975707
household_bootstrap,58,5,5605,9,0.8504519642140189,0.8669083357743487,0.12394148154826323
household_bootstrap,58,6,5605,9,0.6831282290684237,0.6084113766397143,0.11285329822772647
household_bootstrap,58,7,5605,9,0.5892896877653149,0.6336567728201682,0.1323782692826992
household_bootstrap,58,8,5605,9,0.9047971919634774,0.9159797571499122,0.13149125329403655
household_bootstrap,59,2,5605,9,0.9695380635371756,0.9845753156273118,0.15114145974110102
household_bootstrap,59,3,5605,9,0.9557801174857384,0.962397926828031,0.131761206928584
household_bootstrap,59,4,5605,9,0.954190202324439,0.9621044857769161,0.12793591367270948
household_bootstrap,59,5,5605,9,0.9353576338645151,0.9346093060780161,0.12831979118836728
household_bootstrap,59,6,5605,9,0.7376616185001228,0.6701091712992371,0.11917779547580538
household_bootstrap,59,7,5605,9,0.9298260595747943,0.9368131484780398,0.12460876495579998
household_bootstrap,59,8,5605,9,0.4253812518487874,0.5127926987053857,0.1264164493304367
household_bootstrap,60,2,5605,9,0.9436996172294795,0.9714187103629421,0.1552619422718029
household_bootstrap,60,3,5605,9,0.2331198715280744,0.36031527995813706,0.13331057030250862
household_bootstrap,60,4,5605,9,0.37896459191492504,0.5342643288729679,0.12698925768229752
household_bootstrap,60,5,5605,9,0.9401067059548384,0.9481534218744144,0.12571098739059128
household_bootstrap,60,6,5605,9,0.9399071818194901,0.9464361676097233,0.12717379916848073
household_bootstrap,60,7,5605,9,0.9280642368861024,0.9311000591566394,0.12415712271664765
household_bootstrap,60,8,5605,9,0.6644038225285926,0.6864549516575035,0.12301218581673716
household_bootstrap,61,2,5605,9,0.961820852267164,0.9806625848676782,0.1479428729985517
household_bootstrap,61,3,5605,9,0.23029538651360118,0.3650111634000608,0.12610308991885225
household_bootstrap,61,4,5605,9,0.37936568113969693,0.5301860924898077,0.12756776608366888
household_bootstrap,61,5,5605,9,0.9394245557289327,0.9359350878503585,0.12794340727537828
household_bootstrap,61,6,5605,9,0.9184882608163738,0.9052905947591752,0.12931737681790736
household_bootstrap,61,7,5605,9,0.6218586763645677,0.6702988204689936,0.12925050268207494
household_bootstrap,61,8,5605,9,0.8688658212578662,0.8747217847099937,0.12724717576462766
household_bootstrap,62,2,5605,9,0.9506487208920397,0.9749591403770734,0.15126982587589782
household_bootstrap,62,3,5605,9,0.9482349661822743,0.9586680534115531,0.12628947937676543
household_bootstrap,62,4,5605,9,0.9554441990234857,0.9604957308932709,0.12771865834157353
household_bootstrap,62,5,5605,9,0.7764278698032568,0.7951648637010094,0.11786051305489026
household_bootstrap,62,6,5605,9,0.6071505682113907,0.6067471500860372,0.12511167031033507
household_bootstrap,62,7,5605,9,0.5784435502758875,0.6755516930811382,0.1300972985111151
household_bootstrap,62,8,5605,9,0.4274993097106171,0.49288828788073086,0.12331689327820661
household_bootstrap,63,2,5605,9,0.9730554637771412,0.9863469142169503,0.155951526396418
household_bootstrap,63,3,5605,9,0.9691098680253734,0.9758112822293673,0.1312501660148431
household_bootstrap,63,4,5605,9,0.9270720108733831,0.943121568694644,0.12806232847114626
household_bootstrap,63,5,5605,9,0.9376049816655544,0.9400258597969424,0.1288114901475218
household_bootstrap,63,6,5605,9,0.9074178034171366,0.9037137661248074,0.1285991757341158
household_bootstrap,63,7,5605,9,0.5993117999493198,0.6156401061639959,0.12287716467022139
household_bootstrap,63,8,5605,9,0.6562603286781327,0.6815089512041079,0.12131644570894287
household_bootstrap,64,2,5605,9,0.9485638347560947,0.9739431417922223,0.14702052862996223
household_bootstrap,64,3,5605,9,0.8745011895151781,0.8984003111910089,0.12780581578198758
household_bootstrap,64,4,5605,9,0.843291634662458,0.8703383889507457,0.11884525102975955
household_bootstrap,64,5,5605,9,0.9270756754438946,0.9325878750082246,0.12052613942769289
household_bootstrap,64,6,5605,9,0.9260441900586807,0.9319074057923276,0.12303291036749608
household_bootstrap,64,7,5605,9,0.5944882524276075,0.6759494623782156,0.12421041466762307
household_bootstrap,64,8,5605,9,0.6805416986399551,0.6944428393205205,0.12616252550310897
household_bootstrap,65,2,5605,9,0.9744654720732798,0.9870817582793388,0.1530988040576787
household_bootstrap,65,3,5605,9,0.9437287977512074,0.9557127450943067,0.13131705543220587
household_bootstrap,65,4,5605,9,0.40881254923057997,0.5788860959493167,0.12536238309506137
household_bootstrap,65,5,5605,9,0.92898692207039,0.929965273795698,0.12494524978599905
household_bootstrap,65,6,5605,9,0.6933180810498709,0.6561262903715287,0.12371673067344087
household_bootstrap,65,7,5605,9,0.5039050476684185,0.500705315354805,0.12402682935031423
household_bootstrap,65,8,5605,9,0.6713598027112451,0.6867582930377243,0.1289786044546023
household_bootstrap,66,2,5605,9,0.9772857004006456,0.9884958244557098,0.15346739657583994
household_bootstrap,66,3,5605,9,0.9045604689572088,0.9238612323958931,0.126939698994019
household_bootstrap,66,4,5605,9,0.396191084452244,0.5579327883059486,0.12349525518815296
household_bootstrap,66,5,5605,9,0.9586151588358313,0.9630175812155157,0.1267067213557018
household_bootstrap,66,6,5605,9,0.9362847630173126,0.9373708173128334,0.12904625567279948
household_bootstrap,66,7,5605,9,0.5580146263945882,0.6796297002880703,0.12012767737128217
household_bootstrap,66,8,5605,9,0.657826787022935,0.6835425252740818,0.12639258012748353
household_bootstrap,67,2,5605,9,0.9618207714380332,0.9806609988646676,0.14328110400485775
household_bootstrap,67,3,5605,9,0.959688771565617,0.9687552930883799,0.12540192738208736
household_bootstrap,67,4,5605,9,0.3956366156627558,0.5608038023894804,0.1265013738700736
household_bootstrap,67,5,5605,9,0.9299160021025028,0.9333833084334078,0.12477573894818142
household_bootstrap,67,6,5605,9,0.7417658992324407,0.6649639391674024,0.12263979672132952
household_bootstrap,67,7,5605,9,0.887921243340611,0.8840907862881402,0.12758139474983884
household_bootstrap,67,8,5605,9,0.6430696696688374,0.6694667441687681,0.11856970888991569
household_bootstrap,68,2,5605,9,0.9576227804206515,0.9785029883312779,0.15529237303459661
household_bootstrap,68,3,5605,9,0.8752476336273536,0.902133730922151,0.12433835513355186
household_bootstrap,68,4,5605,9,0.8455352334334659,0.8778763578267046,0.12074074312533113
household_bootstrap,68,5,5605,9,0.8350399998585364,0.8633054541080332,0.1237551661612702
household_bootstrap,68,6,5605,9,0.6733893351477672,0.6171763415400892,0.12101931927912875
household_bootstrap,68,7,5605,9,0.5928947201891308,0.6103810750277398,0.1291553979501326
household_bootstrap,68,8,5605,9,0.6274246185955776,0.6402091391012099,0.1260942752855167
household_bootstrap,69,2,5605,9,0.9499524450622191,0.9746004734569162,0.1524026029727338
household_bootstrap,69,3,5605,9,0.21842498937535673,0.36504910288794085,0.1225393502300602
household_bootstrap,69,4,5605,9,0.44012637665998194,0.6057882009628962,0.12009769082905011
household_bootstrap,69,5,5605,9,0.9357083883417949,0.9349550387040235,0.11826940659807243
household_bootstrap,69,6,5605,9,0.7006833616327962,0.6564590998033176,0.10735534283966279
household_bootstrap,69,7,5605,9,0.6033519427333749,0.6389061558233303,0.12245966771660183
household_bootstrap,69,8,5605,9,0.8870704018306198,0.8773642884466986,0.12360679069183537
household_bootstrap,70,2,5605,9,0.945090424716502,0.9721824356888968,0.16193075462306
household_bootstrap,70,3,5605,9,0.9465679995103013,0.955654170802862,0.1335213659961967
household_bootstrap,70,4,5605,9,0.3573244886400627,0.5131452809850832,0.1302677199451432
household_bootstrap,70,5,5605,9,0.8787150179528432,0.8899691110294174,0.13232398412209664
household_bootstrap,70,6,5605,9,0.720429706005866,0.6573929502331065,0.12751766504587678
household_bootstrap,70,7,5605,9,0.9200184104395375,0.9179766228344751,0.13333676980878692
household_bootstrap,70,8,5605,9,0.6869289284413441,0.6837553509071594,0.12938232203361433
household_bootstrap,71,2,5605,9,0.9506498694325106,0.9749806206090911,0.13737604841314793
household_bootstrap,71,3,5605,9,0.2340470769827501,0.37218415028752866,0.12316658099550681
household_bootstrap,71,4,5605,9,0.9295847861232619,0.9441380198393134,0.12369766982264266
household_bootstrap,71,5,5605,9,0.7786148798843486,0.7954617809837907,0.11791089197982234
household_bootstrap,71,6,5605,9,0.6332154745404874,0.5920298709100881,0.1251308789224306
household_bootstrap,71,7,5605,9,0.46717058737173517,0.4724362640785973,0.1309613187003433
household_bootstrap,71,8,5605,9,0.7075547226345288,0.6818485715280432,0.12636219691539147
household_bootstrap,72,2,5605,9,0.9506486025783357,0.9749569555928983,0.15502521616147918
household_bootstrap,72,3,5605,9,0.231538931222286,0.36747023771792175,0.13650331898847737
household_bootstrap,72,4,5605,9,0.3664430748323682,0.5303039441148684,0.1294979576158946
household_bootstrap,72,5,5605,9,0.9046114968540272,0.9159404340417344,0.13210326680781703
household_bootstrap,72,6,5605,9,0.6359847459709548,0.5925067468496267,0.12621436502234168
household_bootstrap,72,7,5605,9,0.5801327512432722,0.6369510749482732,0.12534510338662389
household_bootstrap,72,8,5605,9,0.6390944542892941,0.650008947746225,0.12314979063668395
household_bootstrap,73,2,5605,9,0.9730561421214824,0.9863603576785245,0.15185502609390716
household_bootstrap,73,3,5605,9,0.2334893830561133,0.36801028925550744,0.1302170273387001
household_bootstrap,73,4,5605,9,0.4087431456144277,0.5776244482829891,0.12673938986489586
household_bootstrap,73,5,5605,9,0.9271087124732531,0.935846418097149,0.12298964147298343
household_bootstrap,73,6,5605,9,0.7186306855314145,0.6507028474013371,0.12369154520773834
household_bootstrap,73,7,5605,9,0.6638184418187926,0.6277611885381486,0.11938138215440172
household_bootstrap,73,8,5605,9,0.8785017961102717,0.8536656469998389,0.12227358700871621
household_bootstrap,74,2,5605,9,0.9423212506420203,0.9708789215982592,0.15574670719689923
household_bootstrap,74,3,5605,9,0.9366741219681728,0.9494608764154938,0.13101343683842195
household_bootstrap,74,4,5605,9,0.3812927596143395,0.5415913869114137,0.13001910425576882
household_bootstrap,74,5,5605,9,0.8986146921044765,0.9157569155173432,0.1275899353824289
household_bootstrap,74,6,5605,9,0.8610221982719173,0.8750386123740781,0.12420670275227212
household_bootstrap,74,7,5605,9,0.5959438315725605,0.6323409055870124,0.11735784815356029
household_bootstrap,74,8,5605,9,0.6379389577062545,0.6645741682906804,0.1254304243526358
household_bootstrap,75,2,5605,9,0.9822319940000989,0.9909975265104456,0.1497894095379049
household_bootstrap,75,3,5605,9,0.23241814955179177,0.3686871818150979,0.1279611612018375
household_bootstrap,75,4,5605,9,0.8901038365796367,0.9165658055080348,0.1248270083800399
household_bootstrap,75,5,5605,9,0.9253343721987594,0.927107826508713,0.12594532219370252
household_bootstrap,75,6,5605,9,0.668672068165692,0.6184466581626523,0.1192628368437103
household_bootstrap,75,7,5605,9,0.44360065854619474,0.46610449842300783,0.12644699291537417
household_bootstrap,75,8,5605,9,0.8959817867536933,0.9016498777449542,0.1358758370828671
household_bootstrap,76,2,5605,9,0.9395452393854353,0.9693533358881299,0.14475659756130851
household_bootstrap,76,3,5605,9,0.9409242965316474,0.9536219307021726,0.12969452085674202
household_bootstrap,76,4,5605,9,0.4123148174429717,0.5813634734665306,0.12171264534775048
household_bootstrap,76,5,5605,9,0.9202495511229968,0.9275872138387184,0.12690283757184906
household_bootstrap,76,6,5605,9,0.6659029954699989,0.6239432639005443,0.12774757860509042
household_bootstrap,76,7,5605,9,0.8979031524391069,0.8906820646125124,0.12841355657792722
household_bootstrap,76,8,5605,9,0.6881344622538776,0.6891023290089511,0.12840963635772393
household_bootstrap,77,2,5605,9,0.9541347351127621,0.9767707782882822,0.15703186690627502
household_bootstrap,77,3,5605,9,0.21936228894292134,0.35935094134430257,0.1201555168436448
household_bootstrap,77,4,5605,9,0.36409360241011895,0.5239242203263241,0.1213532189236255
household_bootstrap,77,5,5605,9,0.9163557083163327,0.922360148589412,0.11859960652661257
household_bootstrap,77,6,5605,9,0.6363497338165616,0.6231879192971624,0.11541669716425429
household_bootstrap,77,7,5605,9,0.6966470515648852,0.7211598949486243,0.11708851490445883
household_bootstrap,77,8,5605,9,0.8220143807327533,0.8470973991138804,0.12031434304666176
household_bootstrap,78,2,5605,9,0.9360852614481646,0.9675434645042336,0.15831802464419378
household_bootstrap,78,3,5605,9,0.9412216561253925,0.950338597264,0.13448139037678547
household_bootstrap,78,4,5605,9,0.9149564368735518,0.9258575869675665,0.12822013385861072
household_bootstrap,78,5,5605,9,0.9401005402401683,0.9485014326367507,0.12721710449242637
household_bootstrap,78,6,5605,9,0.7296966697880047,0.6662141799317665,0.1273478576734722
household_bootstrap,78,7,5605,9,0.658909266811685,0.7095574009557933,0.12253524583388029
household_bootstrap,78,8,5605,9,0.5976718626900172,0.6487047197668063,0.13029206057584963
household_bootstrap,79,2,5605,9,0.963220431308743,0.9813485707908995,0.14168162501105735
household_bootstrap,79,3,5605,9,0.9435772532638037,0.9552522111979552,0.12570097859627952
household_bootstrap,79,4,5605,9,0.9305287841603967,0.9450377694449263,0.12398548415634722
household_bootstrap,79,5,5605,9,0.9404733578998051,0.9471056290557224,0.128284736814656
household_bootstrap,79,6,5605,9,0.7211499895869579,0.6648173515303141,0.12674500502596947
household_bootstrap,79,7,5605,9,0.4803437676680368,0.4818837335376381,0.1266420845533515
household_bootstrap,79,8,5605,9,0.8991482252862213,0.887660793722332,0.1334264530907807
household_bootstrap,80,2,5605,9,0.9333255385998054,0.9661650935986607,0.15507890287274656
household_bootstrap,80,3,5605,9,0.9107990622759248,0.9301433772045057,0.12459800163538377
household_bootstrap,80,4,5605,9,0.3710346454898951,0.5291199946018624,0.13422294734079832
household_bootstrap,80,5,5605,9,0.9264000033589017,0.9353351238630172,0.1279298961563103
household_bootstrap,80,6,5605,9,0.7163440020202668,0.6626339876106744,0.12535080181320205
household_bootstrap,80,7,5605,9,0.9129537313211108,0.8947025497581352,0.12921537724080262
household_bootstrap,80,8,5605,9,0.6789674774817723,0.6743377592017958,0.12322107024116638
household_bootstrap,81,2,5605,9,0.9801110483445652,0.9899330615354411,0.15551497753419002
household_bootstrap,81,3,5605,9,0.9681650829229465,0.975834476328593,0.13833003017189147
household_bootstrap,81,4,5605,9,0.36788370342175053,0.5172076405148237,0.13542446082898243
household_bootstrap,81,5,5605,9,0.912422161395291,0.9173781154939427,0.1356678250964941
household_bootstrap,81,6,5605,9,0.6476915603886251,0.5928276312475776,0.13524622168663547
household_bootstrap,81,7,5605,9,0.6107649184001432,0.668840862907598,0.13716359136677903
household_bootstrap,81,8,5605,9,0.899219481102482,0.902544211954959,0.13907823515833698
household_bootstrap,82,2,5605,9,0.9879006124774321,0.9938729281690034,0.14640289507650062
household_bootstrap,82,3,5605,9,0.928389959021595,0.9438814872270065,0.12516428650803688
household_bootstrap,82,4,5605,9,0.9401494393218154,0.9479826747061533,0.12347186586952623
household_bootstrap,82,5,5605,9,0.8248260217473391,0.8450330019724135,0.12183704058624575
household_bootstrap,82,6,5605,9,0.838180035820234,0.8629011476739822,0.12612159816742605
household_bootstrap,82,7,5605,9,0.9456084733559086,0.9429671283748527,0.1301882264972366
household_bootstrap,82,8,5605,9,0.5879973813676718,0.6327679574409159,0.1283059310519176
household_bootstrap,83,2,5605,9,0.9829399620737651,0.9913621129907437,0.1520796526328876
household_bootstrap,83,3,5605,9,0.23093002001419455,0.36202890045389635,0.1308331981432308
household_bootstrap,83,4,5605,9,0.9369490568103842,0.9501218731335861,0.13240696964121512
household_bootstrap,83,5,5605,9,0.9497589858934269,0.9569056164193033,0.12799391427596352
household_bootstrap,83,6,5605,9,0.7234998578540417,0.6685789462042976,0.1255623394721908
household_bootstrap,83,7,5605,9,0.6110430329648148,0.6601480408325111,0.12489752331539805
household_bootstrap,83,8,5605,9,0.5801076986363239,0.6398759984086694,0.11851244491364522
household_bootstrap,84,2,5605,9,0.9541329031139301,0.9767357274587474,0.15449645693846747
household_bootstrap,84,3,5605,9,0.9318713185820863,0.9479661257104319,0.1313445198227786
household_bootstrap,84,4,5605,9,0.9276349888046412,0.939227842753591,0.1305496448708266
household_bootstrap,84,5,5605,9,0.9377701808516486,0.9414029768118652,0.13567821538909453
household_bootstrap,84,6,5605,9,0.6464534141464656,0.5927909135304148,0.13548782144111543
household_bootstrap,84,7,5605,9,0.5878894197037293,0.6439344927013915,0.13933083534704968
household_bootstrap,84,8,5605,9,0.8544515916299162,0.8659739303660097,0.14333453969686805
household_bootstrap,85,2,5605,9,0.9779916884124111,0.9888555841486446,0.1540108868183746
household_bootstrap,85,3,5605,9,0.9761354960929675,0.9804032415525944,0.13027164781284126
household_bootstrap,85,4,5605,9,0.884211999106761,0.8994923110375187,0.12173270200217565
household_bootstrap,85,5,5605,9,0.9159828183177278,0.9205459432190117,0.1257281942461538
household_bootstrap,85,6,5605,9,0.7627523591554773,0.6987291816311535,0.12308800882426907
household_bootstrap,85,7,5605,9,0.9145640714638379,0.9100557355962857,0.12897410912016477
household_bootstrap,85,8,5605,9,0.7483756787906819,0.704867124589466,0.1258542823200278
household_bootstrap,86,2,5605,9,0.9430069424096604,0.97108063071735,0.15222207188139616
household_bootstrap,86,3,5605,9,0.9237914062296442,0.9406080462191325,0.1347655255069317
household_bootstrap,86,4,5605,9,0.898654625111445,0.9164889627580681,0.12743766830287812
household_bootstrap,86,5,5605,9,0.9431994519698084,0.9468175168515846,0.13099150491339584
household_bootstrap,86,6,5605,9,0.7520399971110943,0.6852458659955785,0.12417478062247064
household_bootstrap,86,7,5605,9,0.6631679266512365,0.6764099158930487,0.12208441166629774
household_bootstrap,86,8,5605,9,0.5463914166133491,0.639780219304791,0.1322430777661799
household_bootstrap,87,2,5605,9,0.9681338117272494,0.9838866502370707,0.16015120751155637
household_bootstrap,87,3,5605,9,0.8937600223606685,0.9161364510154133,0.13102268112435528
household_bootstrap,87,4,5605,9,0.6586194950422619,0.7540392993158098,0.12487762142604952
household_bootstrap,87,5,5605,9,0.6203301160724504,0.6682205433203673,0.12329075380960881
household_bootstrap,87,6,5605,9,0.680718639893088,0.609860200354144,0.11795936170787429
household_bootstrap,87,7,5605,9,0.40612155210764045,0.403256750632223,0.12521198795293728
household_bootstrap,87,8,5605,9,0.7397738415637393,0.7056414129841623,0.13078303670857275
household_bootstrap,88,2,5605,9,0.968133392043607,0.9838779101561113,0.15258474438709482
household_bootstrap,88,3,5605,9,0.9136227325019319,0.9319533889597129,0.12953056696029436
household_bootstrap,88,4,5605,9,0.9217176870559362,0.934788482000223,0.1221271246456449
household_bootstrap,88,5,5605,9,0.8920437211073089,0.907230005829503,0.12567503814151873
household_bootstrap,88,6,5605,9,0.6449293208364376,0.6109364339581264,0.1214335223991245
household_bootstrap,88,7,5605,9,0.5993247968843378,0.6284353215697902,0.12415758618315131
household_bootstrap,88,8,5605,9,0.4569527076927735,0.49459507540481684,0.127906890318438
household_bootstrap,89,2,5605,9,0.9695378086767278,0.9845702668360864,0.15736745176561573
household_bootstrap,89,3,5605,9,0.22526374064203888,0.37196080426190364,0.12465599729476887
household_bootstrap,89,4,5605,9,0.384326471551681,0.5454442373820064,0.12714917398300568
household_bootstrap,89,5,5605,9,0.8635184340194609,0.8866362084367824,0.12030545744809215
household_bootstrap,89,6,5605,9,0.6218889858009947,0.5915331895211301,0.12546124901469535
household_bootstrap,89,7,5605,9,0.5958730312678561,0.6585449125748319,0.1304453931211748
household_bootstrap,89,8,5605,9,0.8945435010785466,0.8959504218934948,0.13222105052419914
household_bootstrap,90,2,5605,9,0.9388561373603584,0.9690565072852216,0.15130088174868234
household_bootstrap,90,3,5605,9,0.9651158787899381,0.9719674010842484,0.12795140340024078
household_bootstrap,90,4,5605,9,0.8615163276785603,0.8747884263635674,0.12563952339720996
household_bootstrap,90,5,5605,9,0.8965572766363887,0.9043109793468525,0.12414708297400782
household_bootstrap,90,6,5605,9,0.6693656494586272,0.6076817669852866,0.11560482217087575
household_bootstrap,90,7,5605,9,0.499241190721763,0.4839807530702412,0.11959098323983239
household_bootstrap,90,8,5605,9,0.5616595435121952,0.6366551184615934,0.12003080406317757
household_bootstrap,91,2,5605,9,0.957623560772162,0.9785177052282812,0.14364124451992727
household_bootstrap,91,3,5605,9,0.9765045066803695,0.9831882132798606,0.1286082715847922
