n,positive_n,positive_rate,roc_auc,pr_auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier,log_loss,calibration_intercept,calibration_slope,tn,fp,fn,tp,model,outer_folds,group_count,threshold_mean,threshold_sd,fold_auc_mean,fold_auc_sd
5605,1875,0.3345227475468332,0.5766247006255585,0.39277941394284754,0.4863514719000892,0.552805361930295,0.7536,0.3520107238605898,0.3689295039164491,0.4953549517966696,0.21966852684268073,0.6304014237594521,-0.18316291900444692,0.737839760076106,1313,2417,462,1413,ContextOnlyLogistic,5,39,0.289,0.02678619047195775,0.5777327689171357,0.027320389232595364
5605,1875,0.3345227475468332,0.6159320822162645,0.4267287155504106,0.5644959857270294,0.5856579088471849,0.6496,0.5217158176943699,0.4057295136575616,0.4994873897888046,0.21495778422579528,0.6204684293799296,-0.06265585881121916,0.9039572367194717,1946,1784,657,1218,LogisticRegression,5,39,0.32299999999999995,0.007582875444051557,0.6257233623425168,0.02472325335710294
5605,1875,0.3345227475468332,0.5121793744414657,0.3422638137933279,0.6654772524531668,0.5,0.0,1.0,0.0,0.0,0.22261800889720088,0.6373370668485552,-0.4646781047307578,0.3220439859977609,3730,0,1875,0,PrevalenceBaseline,5,39,0.5,0.0,0.5,0.0
5605,1875,0.3345227475468332,0.6412108668453976,0.44394171346230665,0.6244424620874219,0.6093465594280607,0.5637333333333333,0.6549597855227882,0.45093856655290104,0.5010666034605357,0.21211889746773,0.6131963965826144,0.3833080299589579,1.4952022579803075,2443,1287,818,1057,RandomForest,5,39,0.33599999999999997,0.011401754250991367,0.6413423884277974,0.037210962711295904
5605,1875,0.3345227475468332,0.6443245755138516,0.44793571751546196,0.6151650312221231,0.6011824843610366,0.5589333333333333,0.6434316353887399,0.44070647603027757,0.49282859158241243,0.2103256883811203,0.6088627770967107,0.03918971050784988,1.004943274948593,2400,1330,827,1048,XGBoost,5,39,0.33799999999999997,0.04101828860398736,0.6441488503320835,0.033239277787205715
