cluster,n,mean,sd,median,q1,q3,ci95,min,max,pct,iqr,cv_pct,name
1,3118,0.45504764116960217,0.06379568390200055,0.4497840518394558,0.4073000539616006,0.4993219590496157,0.002240113410491438,0.2775261905012967,0.6574755346721798,55.62890276538805,0.09202190508801505,14.019561498665823,"off-farm, single-livelihood, flood-spared (average-LVI)"
2,2487,0.4744246425301938,0.06401743644324615,0.4792889456221629,0.4341239660095564,0.5172992898592869,0.0025172130411821743,0.2490035984267908,0.6575852774380714,44.37109723461195,0.08317532384973048,13.493699674163087,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
