hhid2,a10,a11,a13,a14,a15,a23,flood_affected,flood_depth_ft_mean,clim_aus_wind_avg,clim_aman_wind_avg,clim_boro_wind_avg,clim_aus_evapotrans_avg,clim_aman_evapotrans_avg,clim_boro_evapotrans_avg,n_occ_agri_own,n_occ_agri_labour,dependency_ratio,hh_size,mealdays_total_7d,income_per_capita_monthly,mean_edu_years_adults,adult_literacy_rate,livelihood_diversity,any_nonfarm_agri_work,land_cultivable_decimal,has_current_loan,agricultural_occupation_dependence,meals_per_person_week,seasonal_wind_avg,seasonal_evapotranspiration_avg,has_current_loan_binary,adult_illiteracy_rate,flood_affected_norm,flood_depth_ft_mean_norm,seasonal_wind_avg_norm,seasonal_evapotranspiration_avg_norm,agricultural_occupation_dependence_norm,dependency_ratio_norm,hh_size_norm,meals_per_person_week_norm,income_per_capita_monthly_norm,mean_edu_years_adults_norm,adult_illiteracy_rate_norm,livelihood_diversity_norm,any_nonfarm_agri_work_norm,land_cultivable_decimal_norm,has_current_loan_binary_norm,exposure_score,exposure_n_indicators,sensitivity_score,sensitivity_n_indicators,adaptive_capacity_vulnerability_score,adaptive_capacity_vulnerability_n_indicators,LVI,cluster_kmeans,cluster_ward,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,cluster_name
2149,1.0,1.0,1.0,1.0,1.0,2.0,1,2.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0,24.0,2.0,0.0,7.0,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.0952380952380952,0.5968863350355561,0.4464669707966412,0.0,0.0,0.0588235294117647,0.8157894736842105,1.0,1.0,0.0,1.0,1.0,0.9515151515151516,1.0,0.5346478502675732,4,0.2186532507739938,4,0.8502164502164502,7,0.5345058504193391,1,2,1.3850271372121974,0.11806408796813393,0.9179535861573507,-1.747460313822325,0.7533862901660642,1.1715810908692355,0.4073988965232596,-0.5427328529848844,0.9768380201884026,"off-farm, single-livelihood, flood-spared (average-LVI)"
215.2,3.0,3.0,1.0,1.0,1.0,3.0,1,1.75,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,1.0,0.0,3.0,21.0,2500.0,6.0,0.0,1.0,1,45.0,2.0,1.0,7.0,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.0833333333333333,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.0,0.1176470588235294,0.8157894736842105,0.8,0.6470588235294118,0.0,0.75,0.0,0.9090909090909092,1.0,0.5316716597913826,4,0.2750257997936016,4,0.5865928189457602,7,0.4644300928435815,2,2,-1.206275480746782,-1.2199659283203403,0.6783794683609886,-0.38210806057677704,0.09905634346988447,1.8447571195145378,-0.623149473651826,-0.8655532605541898,0.811741050056272,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2150,1.0,1.0,1.0,1.0,1.0,5.0,0,0.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,0.6666666666666666,5.0,28.0,1440.0,3.333333333333333,0.0,0.0,1,2.0,1.0,0.0,5.6,2.724675524833589,3.681216743471583,1.0,0.0,0.0,0.0,0.5968863350355561,0.4464669707966412,0.0,0.1111111111111111,0.2352941176470588,0.8526315789473684,0.8848,0.803921568627451,0.0,1.0,0.0,0.995959595959596,0.0,0.2608383264580493,4,0.2997592019263846,4,0.5263830235124353,7,0.3623268506322897,1,2,1.008554492588099,-0.6747675398718228,-0.5680906564679825,1.4162368822917388,0.43926371804560455,-0.4144612224593835,-0.6371325345881973,-2.0289970543773617,0.7442391496292755,"off-farm, single-livelihood, flood-spared (average-LVI)"
2151,3.0,1.0,1.0,1.0,1.0,2.0,1,3.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,1.0,2.0,17.0,4500.0,2.5,0.5,0.0,0,0.0,1.0,0.0,8.5,2.724675524833589,3.681216743471583,1.0,0.5,1.0,0.1428571428571428,0.5968863350355561,0.4464669707966412,0.0,0.1666666666666666,0.0588235294117647,0.7763157894736842,0.64,0.8529411764705882,0.5,1.0,1.0,1.0,0.0,0.5465526121723351,4,0.2504514963880289,4,0.7132773109243697,7,0.5034271398282445,1,2,0.8896537306593921,0.12404000201456256,0.9146550500970316,-1.5510167359502027,0.36799523798696854,-1.2564821854457509,0.8216948605443486,-0.6903387037554979,-1.0781367339848558,"off-farm, single-livelihood, flood-spared (average-LVI)"
2152,2.0,2.0,1.0,1.0,1.0,4.0,0,0.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,1.0,4.0,28.0,1800.0,3.5,0.5,0.0,0,0.0,1.0,0.0,7.0,2.724675524833589,3.681216743471583,1.0,0.5,0.0,0.0,0.5968863350355561,0.4464669707966412,0.0,0.1666666666666666,0.1764705882352941,0.8157894736842105,0.856,0.7941176470588235,0.5,1.0,1.0,1.0,0.0,0.2608383264580493,4,0.2897316821465428,4,0.7357310924369748,7,0.4287670336805223,1,1,2.0517430498259417,0.14343884239813298,0.2926722982035315,0.6586473627386357,0.17824707023007746,-0.8494197755328767,0.21981838686001706,-0.5139190339549323,-0.21614870480427462,"off-farm, single-livelihood, flood-spared (average-LVI)"
2153,1.0,1.0,1.0,1.0,1.0,2.0,0,0.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,0.0,2.0,14.0,800.0,1.0,0.0,1.0,0,0.0,2.0,0.0,7.0,2.724675524833589,3.681216743471583,0.0,0.0,0.0,0.0,0.5968863350355561,0.4464669707966412,0.0,0.0,0.0588235294117647,0.8157894736842105,0.936,0.9411764705882352,0.0,0.75,1.0,1.0,1.0,0.2608383264580493,4,0.2186532507739938,4,0.8038823529411765,7,0.4277913100577399,1,1,1.9130341331900733,-0.7905630476190229,0.9240517728030692,-0.01174538226668583,-0.44814935385847754,1.3898421965181993,0.2123849382158102,0.24462636045676064,0.9762286366494408,"off-farm, single-livelihood, flood-spared (average-LVI)"
2154,1.0,1.0,1.0,1.0,1.0,4.0,1,1.4285714285714286,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,1.0,4.0,33.0,3615.75,10.0,0.0,1.0,1,86.0,1.0,1.0,8.25,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0680272108843537,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.1666666666666666,0.1764705882352941,0.7828947368421053,0.71074,0.4117647058823529,0.0,0.75,0.0,0.8262626262626263,0.0,0.5278451291791378,4,0.3231746646026832,4,0.3855381903064256,7,0.4121859946960822,2,2,-1.964809248715809,-1.3171111480248348,-0.75602957940338,0.0994656049145962,0.1834601254468779,-0.16923167912334386,-1.1003909827194163,-0.6711800647590409,0.1806341650675383,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2155,1.0,1.0,1.0,1.0,1.0,4.0,1,1.2857142857142858,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,1.0,4.0,31.0,1220.25,9.0,0.0,1.0,1,65.0,1.0,1.0,7.75,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0612244897959183,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.1666666666666666,0.1764705882352941,0.7960526315789473,0.90238,0.4705882352941176,0.0,0.75,0.0,0.8686868686868687,0.0,0.5261444489070289,4,0.3264641382868937,4,0.4273793005687123,7,0.4266626292542116,2,2,-1.6348565761996325,-0.860738499793108,-0.5740864687954848,0.2630970814053551,0.6113876134421707,-0.11616704670238244,-1.2260105007477162,-0.6745711228132671,0.9424364293689607,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2157,1.0,1.0,1.0,1.0,1.0,5.0,1,1.7142857142857142,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,1.5,5.0,39.0,6390.0,5.0,0.0,1.0,1,160.0,1.0,0.0,7.8,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0816326530612244,0.5968863350355561,0.4464669707966412,0.0,0.25,0.2352941176470588,0.7947368421052632,0.4888,0.7058823529411765,0.0,0.75,0.0,0.6767676767676768,0.0,0.5312464897233555,4,0.3200077399380805,4,0.374492861386979,7,0.408582363682805,2,2,-1.795110007342184,-0.9598090179451685,-0.6786647266258636,0.30319742219446566,0.21704510854310943,-0.6874839770835498,-0.6309928750859559,-1.3045592191981203,-1.6214470744169676,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2158,1.0,1.0,1.0,1.0,1.0,3.0,1,0.8571428571428571,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,0.5,3.0,22.0,7433.333333333333,11.0,0.0,1.0,0,102.0,2.0,0.0,7.333333333333333,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.0408163265306122,0.5968863350355561,0.4464669707966412,0.0,0.0833333333333333,0.1176470588235294,0.8070175438596492,0.4053333333333334,0.3529411764705882,0.0,0.75,1.0,0.793939393939394,1.0,0.5210424080907025,4,0.2519994840041279,4,0.6146019862490452,7,0.4625479594479585,2,2,-0.525036288258883,-1.8620779352365637,-1.249710958596428,-1.084123280901526,-0.6926616649935968,1.7889192311518176,0.6895606802624972,0.2682188232669524,-1.5624463381049374,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2159,1.0,1.0,1.0,1.0,1.0,4.0,1,0.7142857142857143,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,0.3333333333333333,4.0,27.0,2800.0,7.666666666666667,0.0,1.0,1,144.0,1.0,1.0,6.75,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0340136054421768,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.0555555555555555,0.1764705882352941,0.8223684210526315,0.776,0.5490196078431372,0.0,0.75,0.0,0.7090909090909091,0.0,0.5193417278185936,4,0.305265307877537,4,0.3977300738477209,7,0.4074457031812838,2,2,-2.004006737211989,-1.2988728120953663,-0.25029617903262297,0.3149186728561105,0.0986591589201103,0.08585149394253544,-0.6402206458385168,-1.1957665077852146,0.8044204733302341,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
216,3.0,3.0,2.0,1.0,1.0,3.0,0,0.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,0.5,3.0,21.0,833.3333333333334,4.5,0.5,0.0,0,0.0,1.0,0.0,7.0,2.724675524833589,3.681216743471583,1.0,0.5,0.0,0.0,0.5968863350355561,0.4464669707966412,0.0,0.0833333333333333,0.1176470588235294,0.8157894736842105,0.9333333333333332,0.7352941176470589,0.5,1.0,1.0,1.0,0.0,0.2608383264580493,4,0.2541924664602683,4,0.738375350140056,7,0.4178020476861245,1,1,2.1930224117030757,-0.15914173106498353,0.39118690825048297,0.19526932772259523,0.06255381278715938,-0.6640543190784115,0.26417426559369195,-0.6435940836757956,0.4181188184656511,"off-farm, single-livelihood, flood-spared (average-LVI)"
2160,1.0,1.0,1.0,1.0,1.0,4.0,1,1.3333333333333333,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,2.0,0.0,1.0,4.0,32.0,4125.0,7.0,0.0,1.0,1,327.0,1.0,2.0,8.0,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0634920634920634,0.5968863350355561,0.4464669707966412,0.3333333333333333,0.1666666666666666,0.1764705882352941,0.7894736842105263,0.67,0.5882352941176471,0.0,0.75,0.0,0.3393939393939394,0.0,0.5267113423310652,4,0.3664860681114551,4,0.3353756047873695,7,0.4095243384099632,2,2,-3.632341583392744,-1.0456221429002783,0.3277261906629206,0.25431888348587567,0.039292706469277905,0.0628592801842149,-1.4719226271424248,-0.8573582966437622,0.140957724059794,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2161,1.0,1.0,1.0,1.0,1.0,7.0,1,1.6,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,0.75,7.0,41.0,2985.714285714286,6.0,0.0,1.0,1,175.0,1.0,1.0,5.857142857142857,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0761904761904762,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.125,0.3529411764705882,0.8458646616541354,0.7611428571428571,0.6470588235294118,0.0,0.75,0.0,0.6464646464646465,0.0,0.5298859455056684,4,0.3726181261978475,4,0.4006666181624165,7,0.4343902299553108,2,2,-2.6803938065135333,-0.3638945115236711,-0.5563425331320899,1.1886598172153222,0.5189763786333121,-0.023183843184775083,-0.49047207443383073,-1.116873932384559,0.2578247147325576,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2162,1.0,1.0,2.0,1.0,1.0,4.0,1,1.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,1.0,4.0,28.0,2600.0,2.5,0.0,0.0,1,48.0,1.0,0.0,7.0,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0476190476190476,0.5968863350355561,0.4464669707966412,0.0,0.1666666666666666,0.1764705882352941,0.8157894736842105,0.792,0.8529411764705882,0.0,1.0,0.0,0.9030303030303032,0.0,0.5227430883628112,4,0.2897316821465428,4,0.5068530685001272,7,0.4397759463364938,1,2,-0.028518440281638902,-0.47279830351367313,-0.20648181756905618,-0.05083747810106566,0.9141596463342203,-0.7512350589612219,-0.6621978033439312,-2.011360845219523,0.03699274665189497,"off-farm, single-livelihood, flood-spared (average-LVI)"
2163,1.0,1.0,1.0,1.0,1.0,4.0,1,1.8888888888888888,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,2.0,0.0,0.0,4.0,31.0,2750.0,7.0,0.0,1.0,1,147.0,2.0,2.0,7.75,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.0899470899470899,0.5968863350355561,0.4464669707966412,0.3333333333333333,0.0,0.1764705882352941,0.7960526315789473,0.78,0.5882352941176471,0.0,0.75,0.0,0.703030303030303,1.0,0.5333250989448218,4,0.3264641382868937,4,0.54589508530685,7,0.4685614408461885,2,2,-2.56647027175963,-1.1357297249369878,0.9224886312165389,-0.15548872001741185,-0.08684575257770553,2.013536174284343,-1.1703988209569571,-0.39081219487579916,0.9479591863673312,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2164,1.0,1.0,1.0,1.0,1.0,4.0,1,1.6666666666666667,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,2.0,0.0,0.3333333333333333,4.0,19.0,5037.5,7.0,0.0,1.0,1,198.0,1.0,2.0,4.75,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0793650793650793,0.5968863350355561,0.4464669707966412,0.3333333333333333,0.0555555555555555,0.1764705882352941,0.875,0.597,0.5882352941176471,0.0,0.75,0.0,0.6,0.0,0.5306795962993192,4,0.3600898692810457,4,0.3621764705882353,7,0.4176486453895334,2,2,-3.246931853760698,-1.21395572126871,0.24066812080017647,0.7819960456368115,-0.10248681245195904,0.507844601348919,0.13587460595078457,-1.4758452372305835,0.7180412558080312,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2165,1.0,1.0,1.0,1.0,1.0,5.0,1,3.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,2.0,0.0,0.6666666666666666,5.0,35.0,2900.0,3.0,0.0,1.0,1,118.0,2.0,2.0,7.0,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.1428571428571428,0.5968863350355561,0.4464669707966412,0.3333333333333333,0.1111111111111111,0.2352941176470588,0.8157894736842105,0.768,0.8235294117647058,0.0,0.75,0.0,0.7616161616161616,1.0,0.5465526121723351,4,0.3738820089439284,4,0.586163653340124,7,0.5021994248187959,2,2,-2.58602940329471,-0.17256764102362512,1.3103743859855799,0.389997598486647,0.4179254887907095,1.6992174277152408,-0.9078563629682291,-0.4288383406501635,0.527247012203468,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2166,1.0,1.0,1.0,1.0,1.0,6.0,1,1.5,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,2.0,1.0,6.0,41.0,3351.6666666666665,4.25,0.25,1.0,1,84.0,2.0,2.0,6.833333333333333,2.724675524833589,3.681216743471583,0.0,0.25,1.0,0.0714285714285714,0.5968863350355561,0.4464669707966412,0.3333333333333333,0.1666666666666666,0.2941176470588235,0.8201754385964912,0.7318666666666667,0.75,0.25,0.75,0.0,0.8303030303030303,1.0,0.5286954693151922,4,0.4035732714138287,4,0.6160242424242425,7,0.5160976610510878,2,2,-2.259356639021688,-0.03582322854114843,1.3220808729256888,1.1990892021525854,0.4237573055263469,1.6469832031551843,-0.9825062252336327,-0.2692848042279023,-0.04708604923304621,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2169,1.0,1.0,1.0,1.0,1.0,5.0,1,2.833333333333333,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,1.5,5.0,31.0,4353.2,2.6666666666666665,0.0,1.0,1,70.0,2.0,1.0,6.2,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.1349206349206349,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.25,0.2352941176470588,0.8368421052631579,0.651744,0.8431372549019608,0.0,0.75,0.0,0.8585858585858586,1.0,0.5445684851882081,4,0.3722007223942208,4,0.5862095876411171,7,0.500992931741182,2,2,-1.7178987277289863,-0.04526139861357092,0.5618128515188555,0.6206916453952801,0.7577381921241173,1.4615601166167573,-0.5730706588108845,-0.808017148334936,-0.7343517722761298,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2170,1.0,1.0,1.0,1.0,1.0,1.0,1,10.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,0.0,1.0,7.0,600.0,0.0,1.0,0.0,0,3.0,2.0,0.0,7.0,2.724675524833589,3.681216743471583,0.0,1.0,1.0,0.4761904761904761,0.5968863350355561,0.4464669707966412,0.0,0.0,0.0,0.8157894736842105,0.952,1.0,1.0,1.0,1.0,0.993939393939394,1.0,0.6298859455056685,4,0.2039473684210526,4,0.9922770562770564,7,0.6087034567345925,1,1,0.5747412710075233,2.0445568427788294,3.1372536399187294,-3.5469412176017188,1.3191948530013857,0.7630787619022695,1.7151775826248072,-1.2931317874203279,-0.5224024441397599,"off-farm, single-livelihood, flood-spared (average-LVI)"
2171,1.0,1.0,1.0,1.0,1.0,2.0,1,0.2857142857142857,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,0.0,2.0,23.0,10706.5,8.0,0.0,0.0,0,70.0,1.0,0.0,11.5,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0136054421768707,0.5968863350355561,0.4464669707966412,0.0,0.0,0.0588235294117647,0.6973684210526315,0.14348,0.5294117647058824,0.0,1.0,1.0,0.8585858585858586,0.0,0.5142396870022671,4,0.189047987616099,4,0.5044968033273916,7,0.4025948259819192,1,2,0.13448759472155636,-2.8006616777759836,-0.7725430657323591,-2.167951832020076,-1.6685064420855789,-1.147565254604488,0.41598862672405396,-0.13601340957073466,-1.950562054430159,"off-farm, single-livelihood, flood-spared (average-LVI)"
2172,1.0,1.0,1.0,1.0,1.0,4.0,1,1.25,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,1.0,4.0,28.0,1125.0,6.0,0.0,1.0,1,120.0,2.0,1.0,7.0,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.0595238095238095,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.1666666666666666,0.1764705882352941,0.8157894736842105,0.91,0.6470588235294118,0.0,0.75,0.0,0.7575757575757576,1.0,0.5257192788390017,4,0.3313983488132095,4,0.5806620830150242,7,0.4792599035557451,2,2,-1.4511957211782396,-0.4853107694933966,0.30113567322674517,0.1806289121534222,0.7938243133984028,1.8073185296113603,-1.403348306457143,-0.65751301236234,0.4417191872300707,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2174.1,1.0,1.0,1.0,1.0,1.0,4.0,1,0.3333333333333333,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,0.3333333333333333,4.0,28.0,3250.0,2.333333333333333,0.0,0.0,1,24.0,1.0,0.0,7.0,2.724675524833589,3.681216743471583,1.0,0.0,1.0,0.0158730158730158,0.5968863350355561,0.4464669707966412,0.0,0.0555555555555555,0.1764705882352941,0.8157894736842105,0.74,0.8627450980392157,0.0,1.0,0.0,0.9515151515151516,0.0,0.5148065804263033,4,0.261953904368765,4,0.5077514642220524,7,0.4281706496723736,1,2,0.12449344519572414,-0.9617456946751319,-0.025629048116747682,-0.0657560123448884,0.4335022666693517,-0.7107839566645484,-0.3404701177687135,-2.07955255296976,0.2876328745612166,"off-farm, single-livelihood, flood-spared (average-LVI)"
2174.2,1.0,1.0,1.0,1.0,1.0,6.0,1,1.8823529411764703,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,0.5,6.0,42.0,9900.0,10.4,0.0,2.0,1,465.0,2.0,1.0,7.0,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.0896358543417366,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.0833333333333333,0.2941176470588235,0.8157894736842105,0.208,0.388235294117647,0.0,0.5,0.0,0.0606060606060606,1.0,0.5332472900434835,4,0.3399767801857585,4,0.3081201935319582,7,0.3937814212537334,2,2,-4.939644200637684,-2.110768223986488,-0.5478337504048614,0.2774054853790029,-1.0844645103939312,2.3280019019719402,-0.6228364096225156,-0.6911918588097716,-2.535799196537788,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2175,1.0,1.0,1.0,1.0,1.0,4.0,1,0.7142857142857143,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,1.0,4.0,30.0,2100.0,8.0,0.0,1.0,1,106.0,2.0,1.0,7.5,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.0340136054421768,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.1666666666666666,0.1764705882352941,0.8026315789473685,0.832,0.5294117647058824,0.0,0.75,0.0,0.7858585858585858,1.0,0.5193417278185936,4,0.328108875128999,4,0.5567529072234955,7,0.4680678367236959,2,2,-1.4389912323401206,-0.9142109331730067,-0.0565643440754172,0.17088597229573524,0.5318294506886576,1.832327216210521,-1.5044953349446322,-0.49448742510992033,0.1710409449281884,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2176.1.1,6.0,6.0,1.0,1.0,1.0,4.0,1,0.4,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,1.0,4.0,21.0,6000.0,13.0,0.0,1.0,0,76.0,2.0,0.0,5.25,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.019047619047619,0.5968863350355561,0.4464669707966412,0.0,0.1666666666666666,0.1764705882352941,0.8618421052631579,0.52,0.2352941176470588,0.0,0.75,1.0,0.8464646464646465,1.0,0.5156002312199541,4,0.3012448400412796,4,0.6216798234445294,7,0.4795082982352545,2,2,-0.45458974345520514,-1.3586022225189034,-2.0360999517261713,-0.21974884456219265,-0.046235363332356304,2.180095192761352,0.8358400877335112,0.1789159089233854,-1.2986029327233726,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2176.1.2,1.0,1.0,1.0,1.0,1.0,2.0,1,1.3333333333333333,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,0.0,2.0,24.0,2500.0,6.5,0.0,1.0,1,84.0,2.0,1.0,12.0,2.724675524833589,3.681216743471583,0.0,0.0,1.0,0.0634920634920634,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.0,0.0588235294117647,0.6842105263157895,0.8,0.6176470588235294,0.0,0.75,0.0,0.8303030303030303,1.0,0.5267113423310652,4,0.2274251805985552,4,0.57113572701808,7,0.4417574166492334,2,2,-1.1151720276125485,-1.8241416484807955,1.0943904223402972,-1.5632374823682222,-0.43778371478911204,1.1552954779518474,-2.195157534977929,0.042825880422753676,0.4704294139294014,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2176.2,1.0,1.0,1.0,1.0,1.0,3.0,0,0.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,1.0,0.0,0.5,3.0,23.0,6380.0,4.0,0.0,1.0,1,60.0,2.0,1.0,7.666666666666667,2.724675524833589,3.681216743471583,0.0,0.0,0.0,0.0,0.5968863350355561,0.4464669707966412,0.1666666666666666,0.0833333333333333,0.1176470588235294,0.7982456140350876,0.4896,0.7647058823529411,0.0,0.75,0.0,0.8787878787878788,1.0,0.2608383264580493,4,0.2914731682146543,4,0.5547276801629744,7,0.3690130582785593,2,2,-0.31616835748679,-1.9933063938024842,0.883987182867034,0.9593849872487722,-1.057030633326319,1.5426922470861455,-0.9097739721468566,-0.7580463310186771,-0.5421422692885516,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
2177,4.0,4.0,1.0,1.0,1.0,3.0,0,0.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,0.0,0.5,3.0,21.0,5733.333333333333,6.5,0.0,0.0,1,48.0,1.0,0.0,7.0,2.724675524833589,3.681216743471583,1.0,0.0,0.0,0.0,0.5968863350355561,0.4464669707966412,0.0,0.0833333333333333,0.1176470588235294,0.8157894736842105,0.5413333333333333,0.6176470588235294,0.0,1.0,0.0,0.9030303030303032,0.0,0.2608383264580493,4,0.2541924664602683,4,0.4374300993124522,7,0.3174869640769233,1,2,0.6577986272987136,-2.0447564338373962,-0.7717599042798224,0.46623196197510175,-0.5375731167694404,-0.39732251407240443,-0.540038741682063,-2.1362837472479277,-0.4114900979024135,"off-farm, single-livelihood, flood-spared (average-LVI)"
2178.1,1.0,1.0,2.0,1.0,1.0,4.0,0,0.0,3.1662602150537635,2.6789161290322587,2.3288502304147465,4.2806107526881725,4.439268817204301,2.323770660522274,0.0,2.0,0.0,4.0,39.0,6325.0,2.0,0.0,1.0,0,0.0,1.0,2.0,9.75,2.724675524833589,3.681216743471583,1.0,0.0,0.0,0.0,0.5968863350355561,0.4464669707966412,0.3333333333333333,0.0,0.1764705882352941,0.743421052631579,0.494,0.8823529411764706,0.0,0.75,1.0,1.0,0.0,0.2608383264580493,4,0.3133062435500516,4,0.5894789915966386,7,0.3878745205349131,2,1,-0.4078973651988384,-1.530472322633936,1.2544502130551667,0.9305639565046692,-1.8648873415856126,-0.8107970699467058,0.20577318404810602,1.2676167659285968,0.595315774479417,"agriculture-dependent, diversified-livelihood, flood-exposed (average-LVI)"
